,Tipo_Comida,Calificacion_Comentario,Comentario,Comentario corregido
63,"Internacional, Centroamericana",positive,"El servicio es lento y poco amable, mas su comida y su precio puedeque ayude a hacerte regresar.En la terraza hace mucho viento generalmente lo cual hace que se te enfrie muy rapido tu comida. Sugiero consumir dentro del salon del restaurante pàra y aprovechar la barra de ensaladas","El servicio es lento y poco amable, mas su comida y su precio puedeque ayude a hacerte regresar.En la terraza hace mucho viento generalmente lo cual hace que se te enfrie muy rapido tu comida. Sugiero consumir dentro del salon del restaurante pàra y aprovechar la barra de ensaladas"
64,"Caribeña, Latina, Mariscos, Costarricense",positive,Un lugar pequeño pero espectacular en cuanto a la comida. Todo recién hecho con un sabor exquisito. Vale la peña visitarlo.,Un lugar pequeño pero espectacular en cuanto a la comida. Todo recién hecho con un sabor exquisito. Vale la peña visitarlo.
65,"Japonesa, Sushi, Asiática, Saludable",positive,"100% recomendado excelente atención, personal muy amable, ambiente cálido Se come muy rico, siempre con ingredientes frescos 👍🏻👍🏻👏🏻 Los felicito","100% recomendado excelente atención, personal muy amable, ambiente cálido Se come muy rico, siempre con ingredientes frescos 👍🏻👍🏻👏🏻 Los felicito"
66,"Café, Sudamericana, Costarricense",positive,"un cafe cuyos propietarios son de Barcelona, España. Han venido desde la lejania a preparar cafe y deliciosos jugos naturales en medio del pintoresco pueblo de Escazu. Un lugar un tanto bohemio, donde se rescata el gusto por los elixires de la dieta saludable con una decoracion simple y ecologica. Vale la pena darse una vuelta y recibir la voz catalana de bienvenida: Benvingut!","un cafe cuyos propietarios son de Barcelona, España. Han venido desde la lejania a preparar cafe y deliciosos jugos naturales en medio del pintoresco pueblo de Escazu. Un lugar un tanto bohemio, donde se rescata el gusto por los elixires de la dieta saludable con una decoracion simple y ecologica. Vale la pena darse una vuelta y recibir la voz catalana de bienvenida: Benvingut!"
67,Coreana,positive,"Lo bueno es que raciones no son demasiado grande, así que puedes probar varios platos a la vez. El menú es lo suficientemente variada para satisfacer los gustos de todos, incluso los niños. El servicio es excelente","Lo bueno es que raciones no son demasiado grande, así que puedes probar varios platos a la vez. El menú es lo suficientemente variada para satisfacer los gustos de todos, incluso los niños. El servicio es excelente"
68,"Bar, Estadounidense, Pub",positive,"grandes platos, me gustó el servicio Bocas amable y bastante rápido. pedir la cerveza sin hielo (si no quieres cualquiera)","grandes platos, me gustó el servicio Bocas amable y bastante rápido. pedir la cerveza sin hielo (si no quieres cualquiera)"
69,Estadounidense,positive,"Un excelente lugar para comer rico, en familia, con amigos o inclusive en pareja.. un lugar agradable..","Un excelente lugar para comer rico, en familia, con amigos o inclusive en pareja.. un lugar agradable.."
70,"Mediterránea, Peruana, Fusión",positive,"Hemos cenado aquí en muchas ocasiones y la comida es residencial. el ceviche fresco hechos es la mejor en Costa Rica. El Osso Buco , es el auténtico. la ecellant de lista de vinos.Un restaurante de visita obligatoria.","Hemos cenado aquí en muchas ocasiones y la comida es residencial. el ceviche fresco hechos es la mejor en Costa Rica. El Osso Buco , es el auténtico. la ecellant de lista de vinos.Un restaurante de visita obligatoria."
71,Coreana,positive,Atencion excepcional. Comida excelente.  Lugar extraordinario. Variedad de platillos y precios razonables.,Atencion excepcional. Comida excelente.  Lugar extraordinario. Variedad de platillos y precios razonables.
72,"Internacional, Estadounidense, Saludable, Centroamericana, Costarricense, Contemporánea",positive,"Excelente servicio y atención de parte de David Perez, los detalles que lo hacen a uno volver siempre a este restaurante!! 1000 puntos.","Excelente servicio y atención de parte de David Perez, los detalles que lo hacen a uno volver siempre a este restaurante!! 1000 puntos."
73,"Mariscos, Centroamericana, Internacional, Contemporánea",positive,"Teníamos reservas para Zest de limón para Año Nuevo para nuestra familia de 4. La comida era muy buena, gran variedad en el menú, y muy bien presentado. El costillar de cordero marinado en café era una delicia - y el aperitivo de pastel de cangrejo era increíble. El envuelto en tocino vieiras eran un poco en el lado salado y un poco exageradas con mantequilla, pero los postres eran increíbles (arándanos zapatero para morirse). Nos decepcionó la selección de vino, queríamos una media botella de red pero nos informaron que ""no estaba disponible"". Para 4 adultos la factura era de $170 incluyendo la propina y 2 copas de vino. El servicio era impecable - Christian era muy atento y servicial. Sin duda recomiendo el restaurante si estás buscando una noche agradable mientras en Jaco.","Teníamos reservas para Zest de limón para Año Nuevo para nuestra familia de 4. La comida era muy buena, gran variedad en el menú, y muy bien presentado. El costillar de cordero marinado en café era una delicia - y el aperitivo de pastel de cangrejo era increíble. El envuelto en tocino vieiras eran un poco en el lado salado y un poco exageradas con mantequilla, pero los postres eran increíbles (arándanos zapatero para morirse). Nos decepcionó la selección de vino, queríamos una media botella de red pero nos informaron que ""no estaba disponible"". Para 4 adultos la factura era de $170 incluyendo la propina y 2 copas de vino. El servicio era impecable - Christian era muy atento y servicial. Sin duda recomiendo el restaurante si estás buscando una noche agradable mientras en Jaco."
74,"Pizzería, Pub, Estadounidense",positive,"Si es amante de las cervezas artesanales, este es el sitio! Amplia variedad de embotelladas o draft, nacionales e importadas. Las hamburguesas son muy buenas y todo a un precio razonable. Ultimamente está muy concurrido por lo que recomiendo llegar temprano.Ahora tiene un DJ los fines de semana en la parte exterior y una segunda barra. El parqueo a veces puede ser un problema.","Si es amante de las cervezas artesanales, este es el sitio! Amplia variedad de embotelladas o draft, nacionales e importadas. Las hamburguesas son muy buenas y todo a un precio razonable. Ultimamente está muy concurrido por lo que recomiendo llegar temprano.Ahora tiene un DJ los fines de semana en la parte exterior y una segunda barra. El parqueo a veces puede ser un problema."
75,"Sushi, Asiática, Tailandesa, Fusión",positive,"Localizado una cuadra al este de Avenida La Luz, este restaurante tiene diferentes lugares para cenar. Los platos que probe estan bien pero el sushi no es extraordinario.","Localizado una cuadra al este de Avenida La Luz, este restaurante tiene diferentes lugares para cenar. Los platos que probe estan bien pero el sushi no es extraordinario."
76,"Estadounidense, Mariscos, Centroamericana, Costarricense, Internacional",positive,"El lugar muy hermoso,  en la montaña,  precioso jardín,  el atardecer muy lindo la comida deliciosa especial para una cena romántica","El lugar muy hermoso,  en la montaña,  precioso jardín,  el atardecer muy lindo la comida deliciosa especial para una cena romántica"
77,"Japonesa, Sushi, Asiática, Coreana",positive,"El personal es muy amable y servicial. Hay una versión en inglés de la carta y el camarero hablaba bien el inglés. Tuve el teriyaki ebi que venía con sopa de miso, arroz y verduras. Me gustó mucho. El rollo de dinamita también era muy buena. Sin embargo, mi marido no disfrutar el cerdo del vientre que es plato coreano uno de sus comidas favoritas. Comimos un montón de coreano, pero no estaba a su nivel. Aún así, recomiendo este lugar porque mi plato sabroso, el personal era bueno, era fácil aparcar, y el restaurante estaba limpia y era cómoda.","El personal es muy amable y servicial. Hay una versión en inglés de la carta y el camarero hablaba bien el inglés. Tuve el teriyaki ebi que venía con sopa de miso, arroz y verduras. Me gustó mucho. El rollo de dinamita también era muy buena. Sin embargo, mi marido no disfrutar el cerdo del vientre que es plato coreano uno de sus comidas favoritas. Comimos un montón de coreano, pero no estaba a su nivel. Aún así, recomiendo este lugar porque mi plato sabroso, el personal era bueno, era fácil aparcar, y el restaurante estaba limpia y era cómoda."
78,"Latina, Mariscos, Centroamericana, Costarricense",positive,"Este lugar estaba cerca de nuestro hotel y con las críticas y nuestro deseo de experimentar la cultura local nos buscó este lugar. El mapa y GPS tienen esta dirección equivocada. será en el lado thecocean de la carretera y está prácticamente en la playa antes del punto en el mapa.Nos recibió dos perros que para nosotros no fue un problema porque nos encantan los perros pero ten cuidado, si no eres un perro persona como nosotros, puede ser amado por unos perros.pedí el plato de langosta del día y mi novia ordenados el plato de pescado del día junto con el ceviche y 2 cervezas.El ceviche mixto era bastante bueno. camarones, peces, pulpos y una especie de molusco nunca he visto antes. Era un montón de peces pero la gamba era un poco pasada. Quizás no tan fresco.Nuestros entrantes eran decepcionantes. Mi langosta servían recortará a la mitad. Había 2 y que estamos tanto a mushing y las colas eran ligeramente correoso. El plato venía con sencillas patatas fritas y algunas extrañas verduras en escabeche.el plato de mi amigo de chica venía con sobre una libra de clam duro tiras, camarones y lubina a la parrilla (corvino) de mar y había literalmente sin sabor.Por último, la cerveza era cálido y ninguno de nosotros terminado.Todo lo dicho, manera severa crítica aparte, la hospitalidad era de primera categoría. El camarero era muy atento y educado y llegamos a experimentar la cocina y apoyo local la economía local. No fue una mala experiencia que simplemente no tienen la misma experiencia que los otros que han revisado este lugar.","Este lugar estaba cerca de nuestro hotel y con las críticas y nuestro deseo de experimentar la cultura local nos buscó este lugar. El mapa y GPS tienen esta dirección equivocada. será en el lado thecocean de la carretera y está prácticamente en la playa antes del punto en el mapa.Nos recibió dos perros que para nosotros no fue un problema porque nos encantan los perros pero ten cuidado, si no eres un perro persona como nosotros, puede ser amado por unos perros.pedí el plato de langosta del día y mi novia ordenados el plato de pescado del día junto con el ceviche y 2 cervezas.El ceviche mixto era bastante bueno. camarones, peces, pulpos y una especie de molusco nunca he visto antes.  la hospitalidad era de primera categoría. El camarero era muy atento y educado y llegamos a experimentar la cocina y apoyo local la economía local. No fue una mala experiencia que simplemente no tienen la misma experiencia que los otros que han revisado este lugar."
