,Tipo_Comida,Calificacion_Comentario,Comentario,Comentario corregido
38,"Latina, Centroamericana, Costarricense",negative,"Esta noche, durante la comida ... ewwwww ... aún puede sentir.camarera/camarero parecía desinteresado. Primera vez que ha sucedido.Cierra a las 20:30 h en un viernes por cierto, este sitio es inexacta. pobre de ambiente, jugamos cursi 1980 PAP americano.","Esta noche, durante la comida ... ewwwww ... aún puede sentir.camarera/camarero parecía desinteresado. Primera vez que ha sucedido.Cierra a las 20:30 h en un viernes por cierto, este sitio tiene informacion inexacta. pobre de ambiente, jugamos cursi 1980 PAP americano."
39,"Mariscos, Centroamericana, Internacional, Contemporánea",negative,"limón, todo! Cada entrada en el libro de huéspedes alegó que era la mejor comida en Costa Rica. Fue con miedo nervioso que hicimos nuestra reserva. jueves noche estaba completamente lleno, pero podrían ser capaces de poder acomodarnos en viernes. Llegamos y lavabo - literalmente en los asientos más bajas de stand que he sentido. Si los asientos formaréis asiento elevador era posible, nos lo han solicitado. Ah. El menú. Como la cocina tradicional de Costa Rica implica arroz, frijoles, y algún tipo de proteínas, estábamos un poco desilusionados al la parrilla coreana costillas y el pato quesadilla. Lo mejor de la cocina en la ciudad de Nueva York? Después de una semana de disfrutar de los refrescos locales y sus diversos casados, fue extremadamente difícil de apreciar el marisco frito, Caesar vestidor recubiertas y manifiestamente ONU-Costa Rica cocina en limón, todo. Ah, y gracias por las raciones individuales de agua embotellada. No quisiera tomar alguno de esa desagradable costarricense agua que no es muy diferente de las cosas que proviene de mi grifo en Boston, Massachusetts. Gracias limón, todo para servir comida típicamente americana horrible a personas que han visitado un país extranjero.","limón, todo! Cada entrada en el libro de huéspedes alegó que era la mejor comida en Costa Rica. Fue con miedo nervioso que hicimos nuestra reserva. El jueves noche estaba completamente lleno, pero podrían ser capaces de poder acomodarnos en viernes. Llegamos y nos hundimos literalmente en los asientos más bajas de stand que he tenido. Si los asientos formaréis asiento elevador era posible, nos lo han solicitado. Ah. El menú. Como la cocina tradicional de Costa Rica implica arroz, frijoles, y algún tipo de proteínas, estábamos un poco desilusionados al la parrilla coreana costillas y el pato quesadilla. Lo mejor de la cocina en la ciudad de Nueva York? Después de una semana de disfrutar de los refrescos locales y sus diversos casados, fue extremadamente difícil de apreciar el marisco frito cubierto de aderezo Caesar y manifiestamente ONU Costa Rica cocina en limón, todo. Ah, y gracias por las raciones individuales de agua embotellada. No quisiera tomar agua costarricense, que no es muy diferente de las cosas que proviene de mi grifo en Boston, Massachusetts. Gracias limón, todo para servir comida típicamente americana horrible a personas que han visitado un país extranjero."
40,"Pizzería, Sudamericana, Costarricense",negative,Tras 10 minutos en la mesa y un par de solicitudes de atención me cansé y fui del lugar.Deficiente servicio al cliente.La comida no se que tal será,Tras 10 minutos en la mesa y un par de solicitudes de atención me cansé y fui del lugar.Deficiente servicio al cliente.La comida no se que tal será
41,"Latina, Bar, Centroamericana, Costarricense, Fusión",negative,"Casi por 25 minutos, rozando la media hora fue el tiempo de espera en una mesa junto a la ventana. Los meseros nos vieron e hicimos contacto visual en varias oportunidades y nada. De todas maneras me levanté y de manera respetuosa pregunté si el local estaba abierto. Me dijeron que sí. Entonces consulté si se ordenaba en la mesa o en la caja. Claro después de tanto tiempo de espera usé un tono sarcástico pero sin faltar a la línea de respeto y cortesía que nos debemos los seres humanos. Durante el tiempo de atención, el salonero estaba mirando el edificio del Museo Nacional y creo que tomó mal la orden. Sin embargo nos comimos lo que trajo puesto que el punto de cansancio y frustración estaba llegando a un nivel indeseado. No soy de los que discute antes de comer. Eso afecta la digestión. Eso sí. No me aguanté y le indiqué al señor que yo también trabajo en atención al cliente y siempre doy lo mejor de mi mismo. Acompañé mi comentario con una propina de 5.000 cinco mil colones, solo con el afán de que recuerde mis palabras.","Casi por 25 minutos, rozando la media hora fue el tiempo de espera en una mesa junto a la ventana. Los meseros nos vieron e hicimos contacto visual en varias oportunidades y nada. De todas maneras me levanté y de manera respetuosa pregunté si el local estaba abierto. Me dijeron que sí. Entonces consulté si se ordenaba en la mesa o en la caja. Claro después de tanto tiempo de espera usé un tono sarcástico pero sin faltar a la línea de respeto y cortesía que nos debemos los seres humanos. Durante el tiempo de atención, el salonero estaba mirando el edificio del Museo Nacional y creo que tomó mal la orden. Sin embargo nos comimos lo que trajo porque el punto de cansancio y frustración estaba llegando a un nivel indeseado. No soy de los que discute antes de comer. Eso afecta la digestión. Eso lo sí. No me aguanté y le indiqué al señor que yo también trabajo en atención al cliente y siempre doy lo mejor de mi mismo. Acompañé mi comentario con una propina de 5.000 cinco mil colones, solo con el afán de que recuerde mis palabras."
42,Mariscos,negative,Yo fui a visitar este restaurante con sus socios ex y solían tener un buen servicio y muy buena comida a precios convenientes. Sin duda las cosas han cambiado como la calidad de la comida no era buena y el servicio era malo. Espero que esto era un caso y no van en la dirección equivocada.,Yo fui a visitar este restaurante con sus socios ex y solían tener un buen servicio y muy buena comida a precios convenientes. Sin duda las cosas han cambiado como la calidad de la comida no era buena y el servicio era malo. Espero que esto era un caso y no van en la dirección equivocada.
43,"Mariscos, Fusión, Costarricense",negative,"Visitamos el restaurante para una reunión de trabajoDe primera entrada no recibimos un trato adecuado del mesero, si se le pedía algo nos respondía como enojadoEn segundo lugar tuvimos la pésima experiencia de que saliera un pelo en la comida La comida en general no tuvo nada de especial No lo recomiendo ","Visitamos el restaurante para una reunión de trabajo De primera entrada no recibimos un trato adecuado del mesero, si se le pedía algo nos respondía como enojadoEn segundo lugar tuvimos la pésima experiencia de que saliera un pelo en la comida La comida en general no tuvo nada de especial No lo recomiendo "
44,Café,negative,Vinimos a Starbucks a disfrutar de la tarde soleada. La atención de la cajera fue un tanto grocera y al sentarnos las mesas estaban sucias sin que nadie se presentará a limpiarlas. Lamento la deficiencia en el servicio en un lugar de tanto prestigio y cuyos precios deberían estar acompañados de una mejor experiencia. ,Vinimos a Starbucks a disfrutar de la tarde soleada. La atención de la cajera fue un tanto grocera y al sentarnos las mesas estaban sucias sin que nadie se presentará a limpiarlas. Lamento la deficiencia en el servicio en un lugar de tanto prestigio y cuyos precios deberían estar acompañados de una mejor experiencia. 
45,"Internacional, Estadounidense, Saludable, Centroamericana, Costarricense, Contemporánea",negative,La comida es muy buena pero los domingos en la noche o en las madrugadas los tiempos de espera para ser atendidos y para servir la comidas son eternos ,La comida es muy buena pero los domingos en la noche o en las madrugadas los tiempos de espera para ser atendidos y para servir la comidas son eternos 
46,Internacional,negative,Reservamos el restaurante 2 semanas de antelación y estos chicos me preguntó para confirmar mi reserva 10 veces.Se confirmó la reserva cada vez y cuando estábamos en nuestro camino al restaurante cancelaron! Via sms! Ni siquiera se llama! ... Y quieren afirmar que es el mejor restaurante de la ciudad? Olvídalo!,Reservamos el restaurante 2 semanas de antelación y estos chicos me preguntó para confirmar mi reserva 10 veces.Se confirmó la reserva cada vez y cuando estábamos en nuestro camino al restaurante cancelaron! Via sms! Ni siquiera se llama! ... Y quieren afirmar que es el mejor restaurante de la ciudad? Olvídalo!
47,"Bar, Mariscos, Costarricense, Centroamericana",negative,"Pedimos dos margaritas. Fueron tan absolutamente horrible que no pudimos estárter. Me atrevo a pensar lo que hacen con ellos para que les gusto esa terrible y curiosamente dulce. El wifi, por supuesto, no trabajar ese día. Horrorizado al pagar los precios de las vegas para tales bebidas horrorosa.","Pedimos dos margaritas. Fueron tan absolutamente horrible que no pudimos estárter. Me atrevo a pensar lo que hacen con ellos para que les gusto esa terrible y curiosamente dulce. El wifi, por supuesto, no trabaja ese día. Horrorizado al pagar los precios de las vegas para tales bebidas horrorosa."
48,"Latina, Costarricense",negative,"El servicio era bueno y el personal era amable y tema sin gluten. El ambiente era muy agradable y hay un montón de espacio para sentarse. La vista era bastante de la puesta de sol y playa (no en comparación a Las Caletas). La comida no era a la par comparado con nuestra experiencia de restaurante en Costa Rica hasta ahora. El bistec era difícil y la lubina era sosa. La langosta era bueno, pero muy pequeña. Este fue el más caro restaurante tan lejos y tenía que haber sido increíble, no habríamos consiente el costo pero no mereció la pena.Por desgracia, no lo recomendaría.","La comida no se compara con nuestra experiencia de restaurante en Costa Rica hasta ahora. El bistec era difícil y la lubina era sosa. La langosta era bueno, pero muy pequeña. Este fue el más caro restaurante tan lejos y tenía que haber sido increíble, no habríamos consiente el costo pero no mereció la pena.Por desgracia, no lo recomendaría."
49,"Mariscos, Bar, Internacional, Parrilla",negative,"Había estado en ese lugar antes y tenían muy buena comida pero ésta vez nos hicieron esperar casi una hora por la orden y cuando consultamos que pasaba, la mesera nos dijo que habían llevado nuestro plato a otra mesa por error y que teníamos que esperar 10 o 15 minutos más. Como si no hubiéramos estado esperando casi una hora ya. Ni siquiera había mucha gente para justificar el atraso. Nos fuimos a otro lugar. Un verdadero desorden, pésima atención, cero disculpas.","Había estado en ese lugar antes y tenían muy buena comida pero ésta vez nos hicieron esperar casi una hora por la orden y cuando consultamos que pasaba, la mesera nos dijo que habían llevado nuestro plato a otra mesa por error y que teníamos que esperar 10 o 15 minutos más. Como si no hubiéramos estado esperando casi una hora ya. Ni siquiera había mucha gente para justificar el atraso. Nos fuimos a otro lugar. Un verdadero desorden, pésima atención, cero disculpas."
