,Tipo_Comida,Calificacion,Comentario,Calificacion_Comentario
84,"Centroamericana, Costarricense",negative,ayer fuimos de nuevo pedí un sándwich pita strong en el que el menú indica textualmente que trae queso natilla frijoles tomate y me llega un sándwich sin queso y sin natilla al preguntarle al mesero por el queso me dice que es un error del menú que en lugar de queso natilla es queso crema le indico que es un error de ellos que no es lo que yo pedí y si me pueden traer el queso a lo que me responden que definitavemente no es posible ponerle queso después de discutir con el mesero y la supervisora siempre con respeto le indico a la supervisora que yo no me lo voy a comer y que tampoco lo voy a pagar ella responde que está bien que por ella no tiene ningún problema y se va enojada gritando y diciendo que soy un malcriado irónico que prefieran perder el platillo entero y un cliente a traer una rebanada de queso les salía más barato,1
85,"Centroamericana, Costarricense",positive,soy vegetariano y fue encantador poder tomar una hamburguesa cruditela hamburguesa era bueno y había un montón de opciones frescas ensaladas en el menúlos precios eran razonables,3
86,"Del Medio Oriente, Egipcia, Mediterránea, Parrilla, Saludable",positive,nos adentramos a este mágico lugar un día que andábamos con ganas de algo distinto y la verdad no teníamos idea de lo que nos esperabaentramos es un lugar pequeño pero súper íntimo pedimos de entrada un hummus y aquí nuestra aventura a los sabores egipcios comenzaron ¡la comida es deliciosa no podíamos parar de comer pedimos los platos fuertes les enseño abajo y nuestras expectativas fueron superadas por mucho este es una de esas joyas escondidas que tiene san josé y valen la pena conocer el servicio dura un poco pero creanme ¡lo vale este es ahora uno de nuestros favoritos,5
87,"Del Medio Oriente, Egipcia, Mediterránea, Parrilla, Saludable",negative,visité durante el mes de ramadán y buscaba comida halal debido a la clasificación de google pensé en pedir comida en línea de al masripedidos cordero kabab que fue patético y quemado todo sin sabor esperaba buena comida de medio oriente pero decepción con el servicio y la calidad de la comida,1
88,"Estadounidense, Bar, Pub, Centroamericana",negative,después de ordenar llegaron media hora después a decirme que mi plato se había agotado sin darme ninguna opción muy mala atención no recomiendo el restaurante,1
89,"Estadounidense, Bar, Pub, Centroamericana",negative,freír la masa de una pizza no es una buena opción si quieren hacerlo póngale otro nombre no engañen a la gente diciendo que es pizza porque es tortilla tostada con queso la hamburguesa fatal con bistec en lugar de torta estuvo muy fea hongos ni hablar no deberían de llamarse gastropub cuando las variaciones que hacen están terriblemente mal y demasiado caro,1
90,"Estadounidense, Bar, Pub, Centroamericana",negative,este es uno de los lugares en donde al salir no se puede evitar sentirse descorazonado la comida es muy corriente pero pretenciosa sobre todo demasiado cara el ambiente está bien y la propuesta de cervezas bastante diversa pero cuando se visita el lugar con afán de comer algo la cuenta total es más cara de lo debido,2
91,"Estadounidense, Bar, Pub, Centroamericana",negative,fui a cenar y con la comida pedí un jugo de frutas que me sirvieron congeladola comida unos ravioles hechos de zucchinis en vez de pasta casi no tenian relleno y estaban fríos no probé la cerveza así que no puedo opinar sobre lo que imagino es su principal producto pero mi primera experiencia en este lugar fue decepcionante,2
92,"Estadounidense, Bar, Pub, Centroamericana",negative,visité el rest pero las alitas venían bañadas en sal no en salsa,2
93,"Estadounidense, Bar, Pub, Centroamericana",positive,el lugar se presta para pasar un buen rato con amigos o en pareja tienen varios platos surtidos que son para compartir las hamburguesas son muy buenas también el surtido de cervezas es la especialidad tienen muchas cervezas artesanales de buen sabor el servicio es bueno aunque la atención del personal queda debiendo,5
94,"Estadounidense, Bar, Pub, Centroamericana",negative,fuimos a barrio escalante después de esperar una hora por 3 hamburguesas llegaron frias y muy cocidas las habíamos pedido rojas el salonero ofreció cambiarlas y al traerlas de vuelta una venia mordida y la otra recalentada el gerente ofreció unos ceviches y postres para compesar y al final no tuvimos que pagar nada el trato del salonero fue muy amable no volveré definitivamente es dudosa la manipulación de los alimentos,1
95,"Estadounidense, Bar, Pub, Centroamericana",negative,hace un par de semanas visite el lugar ubicado en barrio escalante con mi primo y mi hermano pedi unas alitas de pollo la mayoria estaban mal cocinadas rosadas por dentro y otras con sangre dejamos mas de la mitad del plato sin consumir y reportamos el inconveniente la respuesta por parte de la cocina fue nula y nos cobraron el consumo de las mismas lo cual me parecio muy mal y me dejo una pesima impresion del lugar tienen una buena opcion de cervezas sin embargo el precio de las mismas es absurdamente caro con respecto al servicio al cliente es lento es poco probable que vuelva a este lugar,2
96,"Estadounidense, Bar, Pub, Centroamericana",negative,fuimos al restaurante por su atractivo externo y porque habíamos oído que era bueno a la entrada esperamos unos 10 minutos sin que nos atendieran por lo que nos sentamos en una mesa que estaba disponible seguimos sin que nos atendieran por lo que tuvimos que pedir que nos llevaran el menú la descripción de los platos y las fotos que los acompañan nos despertaron un gran interés y expectativa sin embargo de cuatro platos que pedimos no había dos de ellos con la excusa de que el día anterior había estado muy agitado y se les habían acabado cambiamos de elección a una entrada dos hamburguesas y un sartén de lomitoqué triste cuando trajeron las hamburguesas de la descripción quedaba muy poco la que tenía manzana y pan de frutos rojos venía en pan corriente y la manzana eran dos trozos cortados tan finamente que su sabor pasaba desapercibido la otra hamburguesa la nueva bf se basaba en carne y salsa de queso pero tenía tan poco de ambas que no se puede decir que fuera una hamburguesa el sartén de lomito estaba buenopor cierto la entrada unos hongos rellenos la trajeron después de los platos fuertes porque les recordamos que la habíamos pedido cuando trajeron los hongos estaban fríos muy fríos sin palabras en resumen muy bonito el lugar descripción de los platos estupenda pero entre lo que dice el menú y lo que se recibe hay un gran abismo el servicio bastante malo hay que perseguir a los saloneros para que te lleven las cosas la relación calidadprecio es mala 14 mil colones 25 por persona por una entrada que estaba fría compartida entre tres mala hamburguesa y bebida hay mejores lugares en los alrededores,2
97,"Estadounidense, Bar, Pub, Centroamericana",positive,aunque por mucho no es un lugar gourmet hay buenas hamburguesas y la variedad de cervezas es amplia las limonadas las recomiendo lo de los precios pues no es un lugar que se pueda considerar barato aunque tampoco lo veo excesivo al llegar la muchacha que nos llevo al reservado muy amable y el mesero tambien me parece que es un lugar que cumple con lo que dice sin ser claro un lugar gourmet o de especialidades,3
98,"Estadounidense, Bar, Pub, Centroamericana",negative,una de las peores experiencias en todo aspecto los precios para la calidad porciones presentación y sazón son una extrema barbaridad sin duda me sentí más que robada tomé una michelada crft que fue fatal usaron limón sintético del que viene en botella sabe asqueroso creo que para cobrar 4000 y pico por una jarra con la mitad de cerveza la mitad de jugo de tomate y un poco de ese jugo de limón es una barbaridad mínimo minimo para ese precio que usen limón natural como se debe partiendo el limón y exprimiéndolo tanto cuesta pedimos un platillo llamado mesa vikinga se suponía que traía camarones alas de pollo verduras papas lomito y hongos fue un desastre me gustó mucho la idea de cómo lo sirven colocan papel encerado y sirven sobre el los alimentos así que es una buena idea se ve bien siempre y cuando no hubiesen cocinado todo junto y de tan mala gana me explico las papas eran congeladas obviamente por su sabor contextura y demás todo un desastre para quienes amamos la cocina el lomitoen serio se atreven a decir que es lomito gente definitivamente no era lomito y menos fresco el pollo eran 4 alas frígidas y aburridas las verduras eran trozos de cebolla morada y zuccini me encanta pero cómo algo tan simple lo hacen con tan poca gana los camarones con costos los vi mejor ni dijeran que van en el platillo y los hongos perdieron su sabor cada cual debido a que como ya dije todo era cocinado junto con un sazonador sumamente básico y aburrido ese plato ni me quiero acordar cuánto valía no traía ni una salsa de la casa o algo para disimular lo aburrido del plato contrastando con la cantidad de acode al precio la cerveza tica valía casi 2000 imagínense el resto las extranjeras obvio no son baratas pero las ticas no pueden valer casi 2000 tan solo por estar en beer factory estoy siendo muy dura y no se trata de dinero porque sinceramente si debo pagar 60 como ese día mínimo que sea una comida de lujo una michelada de lujo y con toooodo gusto lo pagaré de hecho creo que todo mundo ama comer con calidad aunque sea caro perono esto simple no vayan les recomiendo lo que sea menos ir por acála larga y asombrosa lista de cervezas se ve genial probamos un par y estaban muy bien pero todo lo demás un tremendo fiasco un robo un descaro a la cuchara definitivamente jamás jamás jamás volveré no quisiera caer tan re mal pero si caigo es por justa experiencia en probar esto no fue el día de suerte y no fue idea nuestra porque luego escuchamos a otros ahí mismo quejarse con los meseros que los precios vayan de acorde a la calidad de los productos a la frescura presentación amor sazón es lo básico y lógico muchos se quejan de la atención a nosotros nos atendieron bien peeeero esos precios cayeron en la nuca ya que se menciona que es un platillo recomendado por el chef no sé cuál pero no creo que un chef que recomiende sus platos los prepare así me dio mucha chicha y creo que con justa razóndicen que cuando uno no tiene nada bueno qué decir mejor que no diga nada pero acá no aplica repito no vayan la idea es que los demás no caigan en este episodio tras lo caro no detallan los impuestos y es tamaño golpe que se lleva uno en algún lugar debe decir en el menu yo no lo vi pero tampoco imaginé que fuese tanto adjunto foto para que vean la porción,1
